Username,Ulasan,Keterangan
Puteri Nur,"Tempat yang sangat cocok untuk digunakan bersama keluarga atau teman untuk mensegarkan pilihan.
Banyak hewan juga didalamnya yang dapat digunakan untuk mengenalkan jenis-jenis …",1
goenawan,Bagus untuk bersantai bareng keluarga. Tempatnya luas dan binatangnya juga lumayan banyak jenisnya.,1
nanda bima,"Lokasi ramah anak dan worth it untuk wisata edukasi dengan keluarga. Parkir luas, JANGAN PERCAYA bila ada orang yg menawari parkir di jalan dengan alasan parkiran penuh. Masuk saja, kalaupun penuh nanti bisa putar balik dan parkir di TIJ Joyoboyo",1
Novi Eko H Santosa,"Yang ikut paket sekolah ada tugas observasi binatang.
Yang mau naik unta gak diberi orang tua nya dengan pertimbangan budget  jadi sedih.. …",2
RAZQA MOISSANI,Tempat legandaris mulai saya kecil. Salah satu ikon kota Surabaya yg tidak banyak berubah. Tapi sekarang sepertinya mulai ada perbaikan banyak spot foto yg disediakan oleh pengelola. Pembelian tiket sekarang lebih enak karena bisa lewat on …,0
Adrian Manangin,"Muantap.. 👍, wisata murah meriah, tiket masuk 15ribu/org …",1
Antares Arsa Sena,Lumayan banyak jenis hewannya. Cocok untuk mengenalkan hewan2 ke anak2. Ada beberapa kandang yang kosong.. Penjual makanan dan minuman banyak ditemukan. Kalau mau kenang2an juga ada kaos custom foto langsung jadi... …,1
Erhieyn Al-arief,Rekomendasi tempat penghilang stress..Sampai sana disuguhi dengan hewan² yg menurut saya pribadi sangat lucu..dan bisa untuk spot foto yang menarik,1
Muhammad Baihaqi Nur Shofa,"Tempat edu wisata keluarga, bawa makanan apapun boleh. Tapi kalo tikar besar g boleh ya gaes 😂. Disediakan banyak tempat duduk untuk menunggu/istirahat sejenak sambil buka bekal 😀 …",0
Su'udi,"Tempatnya bersih
Luas
Binatangnya juga terawat
Mantap sudah banyak perubahannya",1
Ayik Reyza,sekarang lebih bagus daripada sebelumnya. tempatnya lebih tertata dan banyak wahana yang baru utk bermain anak2.,1
Faried Khakiki,"Tempat edu wisata keluarga, bawa makanan apapun boleh. Tapi kalo tikar besar g boleh ya gaes 😂. Disediakan banyak tempat duduk untuk menunggu/istirahat sejenak sambil buka bekal 😀 …",1
Devi Gladi F,"Lebih bersih, teratur, indah, lapang, cocok bgt utk acara outing class ank sekolah👍🏻👍🏻 …",1
Hanto 170886,"Jangan Lupa ..Naik Gajahnya...😁😁,wes Asik Liburan Sama Anak Di Sana...,cuma Parkiran Buat Roda 4 kalo Pas liburan Natal dan Tahun Baru Full..Trahkir kemarin parkir Lumayan Jauh.. …",0
riani octavia,"Tempat edu wisata keluarga, bawa makanan apapun boleh. Tapi kalo tikar besar g boleh ya gaes 😂. Disediakan banyak tempat duduk untuk menunggu/istirahat sejenak sambil buka bekal 😀 …",0
Niyuzuku Niswa,"Paling enak kesini pas senin-kamis saat nggak liburan, biar enjoy.
Waktu hari libur kesini, untuk masuk saja antri panjang.",0
Ahmad Rofi (V),"Bagus sih fasilitasnya lengkap, tapi sedikit hewannya, oke lah semoga Surabaya makin maju🤩 …",0
Indina Febrianti,Cocok untuk liburan bersama anak-anak. Hewannya cukup banyak dan terawat. HTM Rp 15.000/orang untuk anak dengan tinggi badan 85cm sudah wajib membayar penuh. Sayangnya masih banyak pengunjung yang buang sampah sembarangan.,0
Yuni,"Tempatnya rindang karna banyam pohonnya .
Tiket masuk murah cuma 15rb
Tp ada beberapa tempat yg bau banget dan kurang bersih.",2
Permata Sari Dyah,"Setelah bertahun2 baru ini masuk lagi ke KBS.. Tambah bersih, gak bau, makin asri.. Semoga lebih baik lagi🥰🥰 …",1
Marietta d savitri,"tiket masuk nya terjangkau. banyak fauna yg ada di KBS ini, tempatnya cukup bersih & disediakan banyak tempat sampah. tersedia foodcourt jg tempat oleh2. namun sayang saat ingin memberi makan hewan, harganya cukup mahal.",0
Afifah Demolisher,"Seruuu Bangetttt..
Keluar dr kebun binatang ditawarin berbagai macam mainan anak, namun anak saya kuat imannya untuk tak beli mainan.. Wkwkwk …",1
Hanimatul Faizah,"Sudah dibuka lagi, pembelian tiket via website lebih nyaman dan cepat prosesnya. Bersih. Dan ttp menyenangkan untuk anak2.",1
Sari Ambarwati,"Wisata favorit warga Surabaya
Banyak pilihan bermain bersama hewan saat liburan sekolah",1
Farah HNF,"Rekomendasi buat liburan pas weekend bareng keluarga kecil n anak²
Mengenalkan hewan dan macam² binatang yg ada untuk edukasi buat anak juga dan bisa buat healing tipis² liat pemandangan yg hijau karena skg makin sejuk tempat nya, nggak kalah jauh koq sma di batu",1
Raafi Almayda,"Sudah lama tak kesini, kesini lagi mbawa rombongan 300 orang. #8DKotaBlitar",0
Widiya,"Seneng banget bisa main kesini
Tiket murah binatang juga banyak
Sayangnya terakhir kali kesini ada beruang yang ga tenang gitu jadi kasian🥲
Btw aku suka liat jerapah disini xixixi …",1
Mukhlis Sudarman,"Bagus, lebih tertata, pengunjung juga dibatasi jadi tidak berjubel, jadinya bisa lebih nyaman jalan² dan lihat² hewan² yg ada, cuma pas keluar jalan menuju parkiran kok harus muter, kenapa ya??!! …",0
Dezan Rahmanus,"Seumur hidup saya baru 2x masuk ke sini saat umur saya 5th dan 29th dan baru tau dalem suasana KBS, pelayanan yg ramah, masjid yg dingin cuman yg sangat di sayangkan ada beberapa pengunjung yg tidak bisa menjaga lingkungan padahal tempat …",0
Fatimatuz Zuhro,"Untuk kebersihan lumayan ya, cuman sayangnya hewannya kurang sedap dipandang mata huhuhuuu",2
Evi Rachmawati,"Bersih, bagus, luas, di dalam tersedia aneka makanan dan minuman dengan harga cukup wajar, jadi tidak perlu payah2 bawa bekal. …",1
Fatma Wati,Luas tempatnya enak sejuk banyak satwanya..bersih..THN 2019 pas ke Mojokerto salam dr Sampit,1
Yanti Harimulyani,"Tempatnya bersih, kmr mandi umum wangi bersih, harganya ekonomis , hewannya banyak",1
Irfan Muzakki,Semua bagus. Tiket terjangkau. Edukasi untuk anak-anak dan keluarga mengenai hewan. Cocok untuk bersantai juga.,1
Faizah Aini,"HTM 15rb/orang berlaku untuk weekday dan weekend.

Saran untuk datang pagi saat weekend, agar antri tiket tidak terlalu panjang.",0
Ratna Kemala,Tempat perkenalan binatang untuk anak2. Tempatnya asri banyak pohon ijo2 tapi sayang aromanya kurang sedap.,0
Aga Sumartha,"Lumayan bagus...., Untuk edukasi anak² dan hiburan keluarga. Cuma klo bisa rute untuk pengunjung di buat teratur, sehingga lebih tertib.",0
Mahmud Zahira,"Selalu jadi pilihan disaat hari libur untuk anak"" mengenal jenis"" satwa secara langsung sekalian picnic tipsi"".",1
khurin masyithoh,"Tempat bagus, nyaman, semakin rindang pepohonan nya, harga makanan wajar, pas sekali untuk liburan bersama teman atau keluarga di hari libur. Yang gak jauh-jauh dari kota Surabaya dan sekitarnya.",1
Dina Kustiningrum,"Tempatnya sekarang lumayan agak bersih...
Di bandingkan dulu kotor sekali.",0
fathcul jannah,"Sebaiknya beli tiket h-1 atau jauh hari via onlen.
Semua bayar kecuali bayi.
Dsana tinggal cuci tangan cek suhu. Scan barcode. Masuk. …",1
Desy Eriyanti,"Alhamdulillah makin berbenah,, meskipun waktu itu gk bisa liat harimau sm singa",1
Rumah Jahit Alfarazky,"Biasanya tmpt ini tdk ramai tp stlh lebaran dua hr full bgt n jd seru ya. Tiket msi 15rb, anak diatas 85cm br bayar",1
Heru Sumantri,"Tempatnya terlalu kecil utk yg namanya kebun binatang, juga saya kaget banyak monyet agak besar berkeliaran diatas pohon pas dibawah nya tempat jajan pengunjung.",2
Lulukltfh Channel,Bagus banget buat jalan jalan sama anak anak sambil ngenalin sama hewan,1
Mh Badrut Tamam,"Tempat asik buat weekend

Lokasinya asri dan sejuk …",1
Aisyah Delima,"seperti biasaaa, sudah berkali"" ke sini tp biasanya weekday jdi ga rame, ternyata kalo hari besar rame bgttt",0
Egi Rizkon,Wisata semua generasi. Dari saya TK sampai skrg pny anak 10 tahun jd andalan tuk healing tipis2 merasakan hutan kota Surabaya sambil melihat satwa. …,1
Ahmad Ibrahim,"waspada parkir di luar kebun binatang

pengalaman kedua ke sini, baru belok mau masuk jalan ke kebun binatang sudah di …",2
Sophia Riza,"Tempatnya asri, adem dan bersih, hewan2nya juga terpelihara dengan baik.Ini bakal jadi tempat rekreasi favorit dan edukasi apalgi anak sya suka sekali",1
Sherly Amalia Arif,Lumayaan buat wisata edukasi. Cuman sayang rute nya agak kurang jelas kayak mau mulai dari mana dulu  overall such a fun experience!,1
Ikke Nur Qomaria,"Hewannya lumayan lengkap. Tempatnya juga bersih, bagus. Tiket 15k/orang",1
alwan darishilmy,"HARAP PARKIR DI DALAM FASILITAS KEBUN BINATANG, karena saya kena tipu dan parkir di luar (dibilang parkiran dalam sudah penuh) dan saya harus membayar 10.000 rupiah. …",2
Rivaldo Eka,"Tempatnya yang bersih, nyaman, dengan berbagai tunjangan wahana membuat kita bisa berinteraksi dengan hewan yang ada",1
Sugi_ san,"Lokasi berteduh saat hujan masih perlu ditambah, apalagi saat hari libur.
Pengunjung luar kota rawan dipalak preman parkir",2
Nada Shop,"Pintu masuk utama semakin bagus dan lebih hidup nuansanya ,parkir mahal,area renang sudah tidak ada sayang banget.",2
Erlyna Febiyanti,"Sudah lebih tertata dan lebih menarik. Koleksi hewannya juga sudah bertambah. Banyak pohon besar dan rindang. Penjual makanan, mainan, souvenir juga tersedia banyak. Fasilitas seperti toilet banyak tersedia di beberapa titik dan juga terdapat musholla.",1
Maria istiawan,"Semakin Bagus, kebersihan terjaga
Harga tiket masuk KBS terjangkau
Tapi harus bayar lagi ketika masuk wahana lain, atau tempat bermain anak. …",0
B Priyanto,"Sekarang bersih dan lebih tertata, hewan juga dalam kondisi yg baik, kl kesini jgn hari libur, ruameeeeenya juara 👍 …",1
Arina Ayatika,"Ramai terkendali,pas hujan ,jd semua cari tempat ngiyup,masjid full sprti pengungsian,hehe",0
Teguh Firmansah,"empat enak wisata keluarga, bawa makanan apapun boleh. Tapi kalo tikar besar g boleh ya gaes 😂. Disediakan banyak tempat duduk untuk menunggu/istirahat sejenak sambil buka bekal 😀 …",1
Fenti Guspita,"Binatangnya masih kurang variasi, musholanya kurang bersih, n masih ada tahapan bangunan",2
LAILATUS SYARIFAH,"Rabu, 18 Januari 2023

Saya berkunjung dalam rangka wisata edukasi siswa TK, bagi anak anak melihat …",0
Argowilis Trans,Suasana di dalam warnanya sekarang lebih bagus dan lumayan nyaman serta tertata rapi hanya ada beberapa spot yang masih dalam perbaikan,1
Alfira Maylana,Sangat edukatif tempat bersih dan nyaman hewan terawat dengan baik.,1
Diansyah Punya Cerita,"02072021

Waktu ke Surabaya akhir Juni lalu, sempat ke sini karena rindu melihat suasana …",1
Salma Faadhila,"Tempatnya bersih ,, lebih tertata daripada tahun lalu ,, parkir dialihkan ke joyoboyo",1
Risty Amelia,"Luas, cukup bersih, rindang.
Biaya masuk 15rb/org.
Ndak khawatir utk cari makanan/snack/minuman krn bnyk yg jual",1
Ulfa Karunia,"Aquarium ternyata baguss yaaa🤩🤩🤩, aku kalua diaquarium betah banget soalnya kalau dipakai menyindiri tuh tenang bangetttt …",1
Nur Hijriah,"Alhamdulillah... tempatnya sekarang jauh lebih bersih tertata dan rapi, tiketnya pun termasuk murah,cocok untuk keluarga",1
Rahilben Thalib,Yah lumayan sih tapi cuma juauh banget tempat nya kita jalan kaki sekitar 6kg klo bolak balik🥲gk terlalu puas lah isinya dibandingkan dengan kita jalannya yg mau kesana …,2
firman adi putra,"Masuk murah.
Tp banyak biaya tambahan lagi.
Masuk 15rb …",0
seila_cute _cilvia cute,Hewannya cukup banyak..dan sehat semua ..kandange bersih gak baik ..,0
atmi pulgas,"Menambah pengetahuan anak sy yg kelas 1 SD, kedua anak sy seneng bisa lht binatang secara langaung dan jelas",1
AbDan Alpha,Tempat favorite warga surabaya untuk mengajak jalan jalan keluarga. Tiket  cukup terjangkau. Meskipun saat pandemi banyak wahana yg tidak diaktifkan tapi masih oke. Masih perlu banyak perbaikan disana sini.,1
Imeldha Azzmy,"Tidak terlalu ramai, lumayan panas namun terbantu oleh banyak tanaman yg ada",0
Ahmad Riris Muldani,Bersih asri dan nyaman untuk keluarga serta anak bermain belajar mengenal Hewan.,1
Najiah Sam,Alhamdulillah bisa jalan jalan ke kebun binatang Surabaya bersama org tua 🥰 …,1
Devi Hanum,Tempat yang menyenangkan untuk anak-anak belajar ttg hewan. Sekarang sdh lebih terawat dibandingkan dulu. …,1
Wilda Azhima,"Cukup bersih, hewan lumayan lengkap murah cuma 15rb dibawah 2th free",1
Citra Marmer Tulungagung,"Pertama kali kesini, tiket cukup murah cuma 15rb",1
Sinyo Ndaru,"Untuk keseluruhan good😁
Tiket masuk 15k sangat murah sekali.bisa jalan jalan sepuasnya...
Masukan nya mungkin wahana untuk foto foto di tambahi karena jaman sekarang banyak yg suka selfie😁
#sinyondaru …",1
kiagus muhammad abubakar,"Tempat bagus buat rekreasi.. harga murah. Anak sy senang sekali .. naik gajah, liat ikan hiu kecil, buaya, harimau,jerapah, kudanil, beruang, cuma sayang nya dikandang singa tidak keliatan singa nya. Didalam juga banyak stand makanan minuman,  Sangat cocok buat anak2 dan keluarga.",1
Amelia Novidebby,Klo weekend rame banget ternyata. Pengen nyoba yg night surabaya zoo,1
ninik hariyani,Tempat nya nyaman adem  u kegiatan anak2 outingclass,1
Amalia Mawarizky,waktu kesana sore hari jadi kurang menikmati suasana,1
lesri paligi,"Tempatnya adem, cocok buat edukasi anak2... tiket masuknya terjangkau. Lumayan bakar kalori mengelilingi kbs 😁😁 tp seru. Kesana sendirian krn kebetulan lg transit d sby …",1
Sudibyo Theofilus,Beli tiket masuk harus non tunai... Jd harus siap bayar pke QRIS ato sejenis....,0
Iik Indah,KBS sudah banyak berubah menjadi lebih baik. 👍 …,1
S pons,"Datang ke tempat ini tanpa rencana karena kebetulan lewat dan dekat. Tidak disangka kita lupa kalau waktu itu adalah libur sekolah, dimana pengunjung tumpah ruah datang dan agak membuat akses masuk jadi mengantri dengan cukup panjang. …",2
Okky Mustofa,"Masjid nya bersih ber AC
ada tempat charger hp",1
Lailan Sufinah,"Kebun binatang terbesar di Surabaya. Di dalamnya banyak sekali hewan-hewan yang dirawat. Wisata keluarga, weekend selalu penuh. Saran jika tidak ingin berkerumun, datangnya jangan weekend. Usahakan pesan tiket online terlebih dahulu. …",1
Harun sidoarjo,"Hari minggu kemarin tanggal kita klub IPSS Sidoarjo acara gowes bareng ke kebun binatang surabaya, adyiknya sebelum jam 8 pagi ada gratis satu tiket masuk klu gak salah setiap empat sepeda, kita juga bisa menelusuri setiap wahana dg naik sepeda dan bisa foto-foto, keren dech....tempatnya bersih dan nyaman 😎🚴🚴🚴🚴 …",1
Eric Sugiharto,"Tempat bagus dan nyaman, namun ada baiknya peraturan diperketat. Terutama untuk masalah rokok, dan tenpat istirahat. Ada yg istirahat di depan kandang dan merokok d tempat duduk. Sehingga kurang nyaman. Pengalaman melihat hewan d sini …",0
Nurhayati Faradisi,"Pengalaman yg paling berkesan justru sebelum masuk KBS. Belum nyampek gerbang langsung di hadang beberapa orang dan kasih tau Kalau parkiran full, mereka menawarkan lebih tepatnya menyarankan untuk parkir di sebrang jalan dg di antar …",2
Restu Suryana Al'ala'a,"Tempatnya bagus,parkir banyak bisa masuk lewat pintu selatan atau utama. Toilet ada,mushola ada.",1
Zaki Murtadho,"Dateng jam setengah 8 ternyata buka jam 10, setelah di nego bisa masuk jam 8 karena rombongan bus",0
Wahyuningsih Indah K,"Tiket masuk 15ribu per kepala (kalau tidak salah anak di bawah 2 tahun tidak perlu bayar). Masih ada beberapa tempat yang direnovasi, ada kids zoo atau baby zoo yang sepertinya kurang terawat tempatnya.",0
Pramons Family,"Keren tempat ini bener bener luas, siapkan tenaga utk berkeliling KBS.... nyaman dan pasti bikin anak anak tertarik dengan semua binatangnya",1
arum pandanwangi,Tempat yang gak pernah sepi selalu lautan manusia yang berkeliling dan juga menggelar tikar harganya 15k/orang meskipun begitu untuk parkir ya lumayan jauh jika bawa mobil tidak parkir di TIJ(terminal intermoda Joyoboyo) ditarik 20k/mobil …,2
Andre AVF,"Sekarang lebih menarik,tapi klo pas rame wah kurang nyaman",0
Johan Kristiyanto,"Tiket 15rb cukup murah, adem, cuma agak bingung lokasi satwanya beberapa petunjuk kurang membantu",0
L.BUDIARTO,"Tata letak dan suasana lingkungan semakin bagus, wahana bermain dg satwa perlu ditambah lagi.",1
steadyhead,"Kebun binatang legendaris dan tiket masuk hanya 15rb per orang, sekarang bayarnya bisa cash maupun QRIS. Untuk fasilitas sudah banyak yg diperbaiki namun tempat duduk2 perlu ditambah, kalau bisa ada tempat pikniknya agar saat weekend tidak …",1
Sheilla,"Sekarang sudah lumayan tertata & bagus, tapi masih ada bbrpa kandang yg kosong.
Utk tiket masuk 15rb, masih terjangkau.
Utk naik gajah dulu th 2018 masih sekitar 25rb sekarang th 2022 udah 70rb-100rb …",0
mursal UCHA,View nya bagus tempatnya adem banyak buat spot foto2,1
Roosy Ochy,"Tempat nyaman sekarang..pepohonan bkin suasana rindang dan adem.. Koleksi binatang ckup banyak, perawatan sudah ckup baik.. Semoga lebih baik lg ke depannya.. 😊 …",1
Marizcha aulya a,"rindang dan adem banyak rusa rusa dan temannya , hewan lainnya pun banyak jerapah gajah burung ikan buaya dan lainlain , nyaman aman dan sejuk mantap buat liburan kelaurgabatau dengan siapapun . wpalagi untuk pengenalan kepada anak anak ini …",1
Yani Marliyana,"Wisata edukasi anak.
Untuk anak yang tinggi'nya sudah mencapai 85 cm dikenakan tiket masuk.
Disediakan juga sayuran untuk memberi makanan hewan dengan biaya 10 rb/ …",1
Adlin Maulidia,"Superb!
Alhamdulillah...
MasyaAllah... …",1
Adek miftakhul huda,"Tempatnya nyaman, semakin tahun, semakin nampak perbaikan dri segala sektor di kbs, terimakasih",1
Junita Risma wanti,"Seruuu, tempatnya luas sampe capek aku jalan😭  aku kesana untuk UAS tugas ngevlog …",1
elsya hanania,"Tempat edu wisata keluarga, bawa makanan apapun boleh. Tapi kalo tikar besar g boleh ya gaes 😂. Disediakan banyak tempat duduk untuk menunggu/istirahat sejenak sambil buka bekal. …",1
